ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,member_casual,tripduration_minutes,day_of_week,month,year,hour
BF4668EB953384EF,electric_bike,9/7/2023 9:30:04,9/7/2023 9:42:51,,,,,member,12,Thursday,September,2023,9
C5A4B901D6814CBB,electric_bike,8/4/2023 21:26:06,8/4/2023 21:39:02,,,,,casual,12,Friday,August,2023,21
738E7B2CB6AC3D85,electric_bike,7/21/2023 16:44:35,7/21/2023 16:45:38,,,,,casual,1,Friday,July,2023,16
EE8049F0890140EB,electric_bike,10/21/2023 12:54:03,10/21/2023 13:00:15,,,,,member,6,Saturday,October,2023,12
F222890DDE542A9C,electric_bike,12/6/2023 9:03:34,12/6/2023 9:12:21,,,,,member,8,Wednesday,December,2023,9
DDC30634B08C3676,electric_bike,9/14/2023 18:03:06,9/14/2023 18:07:12,,,,,casual,4,Thursday,September,2023,18
C1AEFC6225C59A6C,electric_bike,7/23/2023 16:12:22,7/23/2023 16:22:22,,,,,member,10,Sunday,July,2023,16
40BAF7C733D58963,electric_bike,11/10/2023 13:26:04,11/10/2023 13:28:47,,,,,member,2,Friday,November,2023,13
2AE1B58E7CF897F0,electric_bike,7/16/2023 12:44:59,7/16/2023 12:55:38,,,,,member,10,Sunday,July,2023,12
4CD95FB8B16A44D7,electric_bike,7/9/2023 16:31:29,7/9/2023 16:44:00,,,,,member,12,Sunday,July,2023,16
98088A659B259A6F,electric_bike,7/1/2023 11:41:43,7/1/2023 11:44:36,,,,,member,2,Saturday,July,2023,11
96A3408753A48D6C,electric_bike,11/13/2023 8:36:09,11/13/2023 8:40:26,,,,,member,4,Monday,November,2023,8
C21CBB8B552A0880,electric_bike,7/11/2023 21:22:15,7/11/2023 21:27:21,,,,,casual,5,Tuesday,July,2023,21
A17AF6FCF4B8495B,electric_bike,5/4/2023 11:00:23,5/4/2023 11:15:49,,,,,member,15,Thursday,May,2023,11
4ED9A112FC3940EC,electric_bike,7/21/2023 22:20:40,7/21/2023 22:38:22,,,,,member,17,Friday,July,2023,22
9610DA6C23976BC7,electric_bike,7/8/2023 20:25:33,7/8/2023 20:40:16,,,,,member,14,Saturday,July,2023,20
8C5E51013A498676,electric_bike,5/21/2023 16:31:34,5/21/2023 16:35:43,,,,,member,4,Sunday,May,2023,16
ED148BCA8F8C4A13,electric_bike,7/19/2023 12:28:42,7/19/2023 12:37:44,,,,,casual,9,Wednesday,July,2023,12
228D1C26E3F148D5,electric_bike,6/27/2023 11:52:21,6/27/2023 12:06:24,,,,,member,14,Tuesday,June,2023,11
8436D623559C5879,electric_bike,12/15/2023 21:09:10,12/15/2023 21:13:07,,,,,casual,3,Friday,December,2023,21
66EEAE85975A6BE5,electric_bike,5/12/2023 22:32:38,5/12/2023 22:47:32,,,,,member,14,Friday,May,2023,22
5A30EB40589BB92C,electric_bike,8/28/2023 19:26:57,8/28/2023 19:35:48,,,,,casual,8,Monday,August,2023,19
69096CA58888FF2C,electric_bike,1/17/2023 23:57:46,1/18/2023 0:04:53,,,,,casual,7,Tuesday,January,2023,23
239D1B28D03BDEB5,electric_bike,4/11/2023 21:58:59,4/11/2023 22:24:27,,,,,member,25,Tuesday,April,2023,21
CE5F66C5578F59F7,electric_bike,8/3/2023 21:27:01,8/3/2023 21:29:29,,,,,member,2,Thursday,August,2023,21
499547C5AD32CD5B,electric_bike,9/2/2023 12:48:49,9/2/2023 12:55:01,,,,,member,6,Saturday,September,2023,12
2E345BB00B24522E,electric_bike,11/19/2023 13:23:36,11/19/2023 13:26:35,,,,,member,2,Sunday,November,2023,13
21F0F31E30E31304,electric_bike,8/27/2023 1:57:06,8/27/2023 2:04:25,,,,,casual,7,Sunday,August,2023,1
EBA8D6E1B6F0121F,electric_bike,7/30/2023 19:50:44,7/30/2023 19:53:06,,,,,member,2,Sunday,July,2023,19
7BFD3A4C10FE015C,electric_bike,9/12/2023 19:54:25,9/12/2023 19:58:13,,,,,member,3,Tuesday,September,2023,19
C642C1DB4B62D5CC,electric_bike,12/15/2023 23:31:42,12/15/2023 23:52:14,,,,,member,20,Friday,December,2023,23
46AB0B28FD947AE6,electric_bike,8/30/2023 15:56:56,8/30/2023 16:16:01,,,,,casual,19,Wednesday,August,2023,15
971C7A8B01FC8AF5,electric_bike,8/13/2023 21:12:21,8/13/2023 21:14:12,,,,,member,1,Sunday,August,2023,21
7A3AE12F5AEF26B1,electric_bike,6/5/2023 18:44:49,6/5/2023 18:55:22,,,,,member,10,Monday,June,2023,18
28DB48EE884E6F88,electric_bike,6/4/2023 12:46:10,6/4/2023 12:56:16,,,,,member,10,Sunday,June,2023,12
A7B806ECDFF5DE83,electric_bike,8/24/2023 1:11:56,8/24/2023 1:24:01,,,,,casual,12,Thursday,August,2023,1
286A8440A4EED20B,electric_bike,9/20/2023 13:44:37,9/20/2023 14:00:34,,,,,casual,15,Wednesday,September,2023,13
E6A54B0F03C8AE91,electric_bike,9/11/2023 20:22:48,9/11/2023 20:26:45,,,,,casual,3,Monday,September,2023,20
7EED909103BCD751,electric_bike,6/20/2023 8:44:54,6/20/2023 8:55:39,,,,,member,10,Tuesday,June,2023,8
BAE16F30AF2F10CC,electric_bike,6/21/2023 15:10:42,6/21/2023 15:13:05,,,,,member,2,Wednesday,June,2023,15
A35517F3E30380C3,electric_bike,6/17/2023 13:20:11,6/17/2023 13:21:20,,,,,casual,1,Saturday,June,2023,13
54913BB189B97CBC,electric_bike,9/2/2023 21:06:56,9/2/2023 21:15:36,,,,,member,8,Saturday,September,2023,21
8E6A9EB42049CE2C,electric_bike,4/11/2023 6:44:16,4/11/2023 6:52:35,,,,,casual,8,Tuesday,April,2023,6
46AE33BD84CDEF64,electric_bike,10/16/2023 10:19:48,10/16/2023 10:29:18,,,,,member,9,Monday,October,2023,10
D8F13D93358B2EDD,electric_bike,10/27/2023 0:13:04,10/27/2023 0:15:44,,,,,member,2,Friday,October,2023,0
DA450141B5C0D5C4,electric_bike,9/24/2023 14:58:29,9/24/2023 15:06:21,,,,,member,7,Sunday,September,2023,14
1602981D44F5A4C3,electric_bike,3/5/2023 13:32:44,3/5/2023 13:36:45,,,,,member,4,Sunday,March,2023,13
A5C17BA7E8142BA5,electric_bike,8/23/2023 16:56:43,8/23/2023 17:06:11,,,,,member,9,Wednesday,August,2023,16
121113371FD88FC6,electric_bike,1/11/2023 12:58:27,1/11/2023 13:02:42,,,,,casual,4,Wednesday,January,2023,12
4ADF0970C8C71130,electric_bike,9/6/2023 21:29:44,9/6/2023 21:32:56,,,,,member,3,Wednesday,September,2023,21
2EDA79D19BA71FDA,electric_bike,4/9/2023 9:45:08,4/9/2023 9:56:28,,,,,member,11,Sunday,April,2023,9
2D4DF614E6BC1FE2,electric_bike,8/29/2023 20:29:37,8/29/2023 20:34:11,,,,,member,4,Tuesday,August,2023,20
07DE738DF8730A6C,electric_bike,6/29/2023 19:00:51,6/29/2023 19:05:35,,,,,member,4,Thursday,June,2023,19
054FDB3D1627B032,electric_bike,9/21/2023 7:07:51,9/21/2023 7:36:56,,,,,member,29,Thursday,September,2023,7
C524855243A8BBB9,electric_bike,8/9/2023 7:27:29,8/9/2023 7:35:15,,,,,casual,7,Wednesday,August,2023,7
FEC07A09698579FD,electric_bike,8/2/2023 18:59:20,8/2/2023 19:06:26,,,,,casual,7,Wednesday,August,2023,18
AA643EFB05CEDD81,electric_bike,6/10/2023 11:50:11,6/10/2023 11:57:41,,,,,member,7,Saturday,June,2023,11
488973D1A7D4CB91,electric_bike,6/10/2023 8:46:49,6/10/2023 8:58:39,,,,,member,11,Saturday,June,2023,8
2D42E2B0888EECB5,electric_bike,6/12/2023 9:43:53,6/12/2023 9:53:57,,,,,member,10,Monday,June,2023,9
63586D4648B21826,electric_bike,12/16/2023 1:17:21,12/16/2023 1:22:49,,,,,member,5,Saturday,December,2023,1
3DDF0B588A0B338F,electric_bike,6/6/2023 19:00:43,6/6/2023 19:15:57,,,,,casual,15,Tuesday,June,2023,19
4058CE06AF0FF4E5,electric_bike,6/6/2023 14:52:15,6/6/2023 15:07:47,,,,,member,15,Tuesday,June,2023,14
DFE546163F7368E5,electric_bike,1/14/2023 9:20:36,1/14/2023 9:25:06,,,,,member,4,Saturday,January,2023,9
FC795505AB87B6CC,electric_bike,11/19/2023 13:03:18,11/19/2023 13:06:14,,,,,casual,2,Sunday,November,2023,13
A2F3166DE22C02B2,electric_bike,1/11/2023 18:18:59,1/11/2023 18:20:58,,,,,member,1,Wednesday,January,2023,18
FC97D86CE56145A4,electric_bike,3/16/2023 10:01:05,3/16/2023 10:03:06,,,,,member,2,Thursday,March,2023,10
C11A7D645FA5ED9A,electric_bike,12/6/2023 17:57:28,12/6/2023 17:58:41,,,,,member,1,Wednesday,December,2023,17
CC7499955F2AC658,electric_bike,8/25/2023 19:42:08,8/25/2023 19:43:42,,,,,casual,1,Friday,August,2023,19
12ECD8B7E27EB7F5,electric_bike,1/11/2023 18:41:47,1/11/2023 18:56:26,,,,,member,14,Wednesday,January,2023,18
2EE7D541BB20A458,electric_bike,9/21/2023 18:01:02,9/21/2023 18:02:36,,,,,member,1,Thursday,September,2023,18
3142C2B311227A05,electric_bike,9/24/2023 18:07:07,9/24/2023 18:56:04,,,,,casual,48,Sunday,September,2023,18
F91D81C07936FE5E,electric_bike,8/19/2023 21:40:38,8/19/2023 21:54:41,,,,,member,14,Saturday,August,2023,21
